Code Number,Summary
51940,"In this procedure, the provider surgically corrects exstrophy of the bladder, a congenital birth defect in which the urinary bladder protrudes out through a defect in the abdominal wall. "
51992,"In this procedure, the provider surgically suspends the urethra by placing a sling graft at the junction of the bladder and the urethra. He performs this procedure with a laparoscope, a thin tube with a camera at one end. This service treats stress incontinence, or the inability to control the urine."
52204,"The provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder and takes biopsies through the cystoscope."
52234,"The provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder; he destroys (fulgurates) small lesions between 0.5 cm and 2.0 cm with high–intensity electric current or with intense cold (cryosurgery) or heat (laser surgery)."
52270,"The provider inspects the female urethra, the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder and incises a narrowed area (stricture) in the internal urethra."
52287,"The provider performs an examination of the interior of the bladder, the urethra, and the ureteric openings by means of a cystoscope. He then inserts a needle and injects a neurolytic drug into the bladder muscle to treat an overactive bladder."
52315,"The provider performs a complicated cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and removes a foreign body, stone or displaced ureteral stent through the cystoscope; additional time to carry out the procedure may be required due to excessive bleeding, inadvertent tear of the ureter, stricture, or other complications."
52327,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, inserts the catheter tip into the ureteral opening, and injects an implant material below the opening to prevent backflow of urine from the bladder into the ureter (vesicoureteral reflux)."
52340,No Summary found for this code
52345,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and passes a ureteroscope up to the ureteropelvic junction (UPJ), where he chooses from various methods to treat a UPJ stricture."
52346,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and inserts a ureteroscope through the ureters up to the intrarenal structures, where he chooses from various methods to treat an intrarenal stricture."
52347,No Summary found for this code
52351,"The provider performs a diagnostic cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and performs a ureteroscopy (inspection of the ureters) and/or a pyeloscopy (inspection of the renal pelvis)."
52354,"The provider performs a cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and performs a ureteroscopy (inspection of the ureters) and/or a pyeloscopy (inspection of the renal pelvis). He finds a ureteral or pelvic lesion and biopsies it for pathologic examination or destroys it with high–frequency electric current (fulguration)."
52402,The provider uses a cystoscope passed through the urethra to inspect the ejaculatory ducts (a pair of tubes through which semen moves out); he cuts out (excises) a part of the duct that is obstructed or incises (cuts into) the ducts to open a stricture (narrowing).
52442,"In this add–on procedure, the provider uses a cystourethroscope to place an additional permanent adjustable transprostatic implant to retract prostatic lobes that obstruct the urethra."
52450,"In this procedure, the provider passes a cystourethroscope through the urethra and examines the interior of the urethra, then advances it further and incises the prostate capsule to relax the muscles and facilitate the passage of urine."
52510,No Summary found for this code
52606,No Summary found for this code
52612,No Summary found for this code
52620,No Summary found for this code
52648,"Transurethral resection of the prostate is performed in cases of BPH (benign prostate hyperplasia) which commonly occurs in middle–aged and elderly men, often causing lower urinary symptoms, with urgency, frequency, straining weak flow, infection and incomplete bladder emptying."
52700,"In this procedure, the provider incises the prostate gland to drain an abscess found within or on the prostate."
53020,The provider enlarges the meatal opening by making an incision in it. He performs the procedure in patients over one year of age. He performs the procedure to improve urination.
53025,"The provider enlarges the meatal opening by making an incision in it, in a patient younger than one year of age. He performs the procedure to improve urination."
53040,The provider drains an abscess in the urethra. The abscess may be due to an infection or injury to the urethra. The provider performs the procedure to treat infection and relieve pain.
53060,The provider drains an abscess or cyst of the Skene's glands.
53080,The provider drains urine that has collected in the perineal tissues; the drainage is not complicated by any unforeseen issues. The provider performs the procedure to correct the leakage and relieve pain.
53085,The provider drains urine that has collected in the perineal tissues. The procedure may be complicated and require more dissection or the extravasation may be large. He performs the procedure to correct the leakage and relieve pain.
53220,The provider partially or completely excises a tumor in the urethra or exposes it to electric current to destroy it. He performs the procedure to remove a malignant tumor and improve urination.
53260,"The provider excises a polyp from the urethra or exposes it to electric current, which essentially burns the tissue to destroy it. The provider performs this procedure to improve urination and relieve pain in both male and female patients."
53410,The provider reconstructs the urethra of the male patient by excising the defect and grafting tissue form bladder epithelium or buccal mucosa to the excision site. He performs the procedure to correct a urethral defect.
53425,"The provider repairs and reconstructs the urethral defect or injury. He performs this in two stages. In this second stage, the provider places a graft at the site of the defect left from the previous procedure. He performs the procedure to correct a urethral defect, prevent infection, and relieve pain."
53442,The provider removes or revises a sling placed for controlling urinary incontinence in male patients. He does so either to cure the infection caused by the sling or to loosen it if the patient suffers from urinary retention due to tightening of the sling.
53443,No Summary found for this code
53447,The provider removes the previously implanted artificial urinary sphincter and replaces it with a new one at the same operative session. He performs the procedure when a patient suffers any complications after the implantation of artificial urinary sphincter.
53448,The provider removes the previously implanted artificial urinary sphincter and replaces it with a new one at the same operative session. He performs the procedure when an infection occurs in the previously implanted artificial sphincter.
53449,The provider repairs a previously implanted artificial urinary sphincter due to complications such as tissue atrophy or cuff erosion.
53450,"The provider enlarges the meatus by making an incision in it to treat meatal stenosis, or narrowing and reconstructs any part of urethra near the meatus."
53505,The provider sutures a laceration or tear in the urethra in a male patient. He performs the procedure to restore function and relieve pain caused by the injury.
53600,"The provider passes a sound or urethral dilator to dilate a urethral stricture, or narrowing, in male patients to improve urinary flow and prevent infection. Use this code for initial visit of the patient."
53621,"The provider dilates a urethral stricture, or narrowing, by passing small tools such as a filiform and follower, in a male patient. He performs the procedure to improve urinary flow and prevent infection. Use this code for subsequent visit of the patient."
53661,"The female urethral dilation CPT codes (53660–53665) involve the insertion of dilators, usually multiple dilators of progressively increasing size, to widen the urethra, and promote complete voiding of the bladder in patients with voiding problems. The physician may use a suppository or perform instillation of other medication to relieve a urethral stricture."
53675,No Summary found for this code
54015,"The provider drains a deep abscess, cyst, or lesion by making an incision in the penile tissue. He performs the procedure to prevent infection and relieve pain."
54055,"The provider destroys a skin lesion of the penis, such as condyloma, papilloma, molluscum contagiosum, or herpetic vesicle. He destroys the lesion with high–frequency electric current to the lesion locally. He performs the procedure to eradicate the lesion and relieve pain."
54057,"The provider destroys a skin lesion of the penis, such as condyloma, papilloma, molluscum contagiosum, or herpetic vesicle, with application of a laser beam to the lesion. This burns the lesion and destroys it. He performs the procedure to eradicate the lesion and relieve pain."
54060,"The provider destroys a skin lesion of the penis, such as condyloma, papilloma, molluscum contagiosum, or herpetic vesicle, by surgically excising the lesion and removing it. He performs the procedure to eradicate the lesion and relieve pain."
54100,The provider performs a biopsy of the penis in which he collects a sample of a superficial skin lesion on the penis. The provider performs this procedure for diagnostic purposes.
54115,The provider removes a penile implant or any other foreign body from the deep tissues of the penis.
54125,The provider completely removes the penis. The provider performs this procedure to treat a serious injury or disease of the penis.
54130,The provider completely removes the penis along with surrounding lymph nodes in the groin areas. The procedure is typically performed to treat cancer of the penis that is not responding to standard treatment or when the size and depth of a mass are extensive.
54200,The provider injects a medication into the external area of the penis. He performs this procedure to treat a disease known as Peyronie disease in which there occurs an abnormal curvature of the erect penis.
54316,"The provider surgically repairs a hypospadias in a second stage procedure, commonly six to twelve months after correction of an abnormal curvature of the penis and the first stage of the hypospadias repair. He also diverts the urine by placing a catheter into the patient’s bladder. The provider obtains a skin graft from a part of the patient’s body other than the penis."
54322,"The provider performs a single stage surgical procedure to correct hypospadias with a meatal advancement or V flap. Providers commonly use this technique to treat glanular hypospadias where the meatus is mobile, which can be pushed to the tip of the glans comfortably. He may perform a circumcision during this procedure and or correction of an abnormal curvature of the penis known as chordee. "
54326,The provider performs a single–stage surgical procedure to correct hypospadias along with repair of the urethra using local skin flaps and the mobilization of the urethra. He may also perform a circumcision during this procedure and or correction of an abnormal curvature of the penis known as chordee. 
54340,"The provider repairs the complications which may arise as a result of hypospadias, by simple closure, incision, or excision. The complications may include such conditions as a fistula, stricture, or diverticula."
54390,"The provider corrects epispadias, distal to the external sphincter along with a bladder, which is exposed outside the abdomen, known as a bladder exstrophy. Epispadias is a defect present from birth that involves the malformation of the penis where the urethra ends in an opening on the top or the upper side of the penis rather than at the tip. In epispadias, there is an absence of the upper wall of the urethra. This can cause reflux nephropathy, or the backward flow of urine into the kidney, abnormal curvature of the penis, urinary tract infections, and incontinence. During this procedure, the provider treats both the epispadias and the exstrophy of the bladder."
54415,"The provider removes the synthetic material for a previously placed noninflatable, semirigid or a self–contained, inflatable penile prosthesis from the penis of a patient. This procedure does not represent replacement of the prosthesis."
54500,"The provider removes a tissue sample one or both testicles using a needle. After biopsy, the tissue sample is examined under a microscope."
54530,The provider excises and completely removes one or both testes to treat a tumor. He performs the procedure through an inguinal (groin) approach. 
54535,The provider excises one or both testes to treat a tumor. He performs this procedure along with abdominal exploration to check the spread of any disease into the abdomen. 
54560,"In this procedure, the provider explores for an undescended testes, including exploration into the abdomen. He performs this procedure to identify the location of an undescended testicle, or cryptorchidism, or to identify an absent testis."
54650,Orchiopexy is a surgical procedure used to move a patient's undescended testicle into the scrotum. Urologists may perform this surgery along with a hernia repair.
54680,The provider transplants a patient’s testis under the skin of the thigh following injury or surgical loss of the scrotal skin. He performs this procedure to preserve the function of the testis for use in future reconstruction of the testicle.
54692,"The provider performs a laparoscopic surgical procedure to move an undescended testis into the scrotum. He uses a laparoscope to perform this service, specific to an intra–abdominal testis."
54700,The provider incises and drains the testis and the scrotal sac due to an abscess or hematoma.
54860,"The provider performs an epididymectomy, or the surgical removal of the epididymis. The provider performs this procedure on one side."
54861,"The provider performs an epididymectomy, or the surgical removal of the epididymis. The provider performs this procedure on both sides."
54865,The provider performs exploratory surgery of the epididymis and may perform a biopsy as part of this procedure. He does this to identify if an obstruction is causing azoospermia.
55060,"In this procedure, the provider removes a hydrocele, a fluid filled sac, from the membrane covering of a testis, or testicle, to relieve pain or discomfort. He uses the bottle technique, incising the hydrocele and turning it inside out."
55100,"In this procedure, the provider drains a pocket of pus from the scrotum, the pouch that contains the testes, or testicles, to treat an infection."
55175,"In this procedure, the provider repairs a simple defect in the scrotum, the pouch that contains the testes, or testicles. A scrotal defect can be either congenital, present from birth, or acquired during the patient's lifetime due to the development of excess skin or tissue damage due to trauma, infection, or other condition."
55500,"In this procedure, the provider removes a fluid filled sac from the spermatic cord in the scrotum, the pouch that holds the testicles, to relieve pain or discomfort and or to restore fertility."
55520,"In this procedure, the provider removes diseased or damaged tissue from the spermatic cord in the scrotum, the pouch that holds the testicles, to relieve pain or discomfort and or to restore fertility."
55530,"In this procedure, the provider excises an area of abnormally enlarged veins in the spermatic cord in the scrotum, the pouch that holds the testicles, to relieve pain or discomfort and or to restore fertility. The provider performs the procedure through an incision in the scrotum."
55550,"In this procedure, the provider excises an area of abnormally enlarged veins in the spermatic cord in the scrotum, the pouch that holds the testicles, to relieve pain or discomfort and or to restore fertility. She uses a laparoscope, a tubular instrument with a light source and camera, to access the structures."
55706,"A prostate biopsy is a procedure in which small samples are removed from the prostate gland with a special biopsy needle or during surgery, to be tested for the presence of cancer or other abnormal cells."
55720,"In this procedure, the provider incises the prostate gland to drain an abscess that occurs due to bacterial infection."
55815,"In this procedure, the provider excises the prostate to treat prostate cancer through an incision in the perineum. He removes nearby structures to ensure the removal of all cancerous tissue to prevent its spread. He removes nearby lymph nodes, including the external iliac, hypogastric, and obturator lymph nodes, and submits them to a laboratory for analysis."
55860,"In this procedure, the provider incises the perineum to reveal the prostate and enable the insertion of radioactive material, typically by a different provider, to treat malignant cancer of the prostate."
55866,"The provider uses laparoscopic technique and removes the prostate and some of the surrounding tissue but spares the nerve supply; he may use robotic assistance and, if so, this is included with this code."
55870,"In this procedure, the provider uses electrical current to stimulate ejaculation and collect a semen sample. After laboratory analysis, the provider may use the sample for intrauterine insemination, or artificial insemination, to treat infertility."
55875,"The provider, a urologist or oncologist, places needles or catheters into the prostate for separate placement of radioactive ""seeds"" to treat prostate cancer; needle or catheter placement may be done independently of or during a concurrent cystoscopy. If cystoscopy is performed, that procedure is included and should not be reported separately."
55876,"In this procedure, the provider places one or more location markers or a device that measures radiation dosage within tissue gaps in the prostate prior to the administration of radiation treatment, or radiotherapy. He inserts the items into the prostate via a needle. "
55970,"The provider performs many staged procedures to convert male anatomy to female anatomy. The procedures include removing the penis, reshaping genital tissue to appear more female and constructing a vagina."
55980,The provider performs many staged procedures to convert female anatomy to male anatomy. The procedures can include removing the uterus and ovaries and reshaping genital tissue to appear more male and/or constructing a penis.
56301,No Summary found for this code
56314,No Summary found for this code
56315,No Summary found for this code
56341,No Summary found for this code
56342,No Summary found for this code
56344,No Summary found for this code
56347,No Summary found for this code
56350,No Summary found for this code
56352,No Summary found for this code
56361,No Summary found for this code
56420,"In this procedure, the provider incises an abscess in a Bartholin's gland, in the female genital area, to drain pus in order to relieve pain and treat infection. "
56606,"In this procedure, the provider excises suspicious tissue from additional lesions in the vulva or perineum, in the external female genital area. She submits the specimens to a laboratory for analysis and diagnosis."
56630,"A radical vulvectomy represents a surgical procedure to remove all or part of the vulva for malignant disease of various stages. The surgery may or may not include removal of lymph nodes and the clitoris depending on the extent of the disease. Since it is radical surgery, tissue adjacent to the malignancy will be removed as well."
56700,"In this procedure, the provider either partially removes the hymenal membrane or revises the hymenal ring."
56810,"In this procedure, the providers performs a repair of the damaged area of perineum."
56820,"In this procedure, the provider inserts a colposcope, which is an endoscope, into the vulva to examine it for abnormalities or lesions."
56821,"In this procedure, the provider inserts a colposcope, which is an endoscope, into the vulva to examine it for abnormalities or lesions. The provider then performs a biopsy of any suspicious site."
57000,The provider incises the vaginal wall and explores the pelvic cavity for any abnormalities.
57010,"In this procedure, the provider incises the vaginal wall to drain an abscess in the pelvic cavity."
57022,The provider incises and drains a hematoma from the vaginal wall of a pregnant patient or one who has recently delivered and places a Foley catheter for continued drainage.
57061,"In this procedure, the provider destroys one or more small or simple vaginal lesions."
57110,The provider removes the entire vaginal wall. 
57130,"In this procedure, the physician removes a flap of tissue that is dividing the vaginal canal.  This is a vaginal approach surgery."
57150,"In this procedure, the provider washes out the vaginal canal and may also instill medication when the patient has a bacterial, fungal, or parasitic disease."
57160,"In this procedure, the provider fits and inserts a pessary or similar device into the vagina to treat vaginal wall prolapse or other disorders."
57220,The purpose of the surgery is to reduce the diameter of the urethra and or provide support for the urethra in front of the bladder neck.
57230,"In this procedure, the physician repairs a urethrocele, when the urethra prolapses into the vagina."
57240,"In this procedure, the provider repairs the vaginal wall where a prolapsing bladder is pushing through.  He uses a vaginal approach. The provider may or may not perform a urethrocele repair and cystourethroscopy, examination of the bladder using a lighted tubular instrument."
57250,"In this procedure, the provider repairs the vaginal wall where the rectum is pushing through to the vaginal canal. The provider also usually repairs and strengthens the perineum below the vaginal opening."
57260,The provider repairs the vaginal tissues over the weakened spots to support the area and return the bladder and rectum to their correct positions.  This is a vaginal approach procedure. The provider may or may not perform cystourethroscopy. Patients need this procedure because they have problems with the bladder prolapsing into the vaginal canal and also into the rectum.
57270,"In this procedure, the physician performs either a Halban or a Moschowitz repair of the vaginal wall over the area where the small bowel is prolapsing into the vaginal canal.  This is an abdominal approach procedure."
57282,"The surgeon in this procedure performs a colpopexy, which is the suspension of the vaginal apex via a vaginal approach using the extraperitoneal technique. This procedure, also known as vault repair, is performed with suspension of the vaginal apex by attaching it to the sacrospinous or iliococcygeus ligaments."
57296,"The provider revises or removes, through an abdominal incision, a prosthetic vaginal graft that was previously placed because it has eroded or the tissue over the mesh has thinned and the mesh is now exposed."
57308,"In this procedure, the provider closes the rectovaginal fistula but makes an incision through the perineum. The provider must repair the perineum  afterward and may shorten the levator muscle, when necessary, during this procedure."
57335,In this procedure the physician uses existing tissue to create a vaginal canal in female patients with birth defects or genitalia injuries.
57400,"In this procedure, the physician uses calibrated instruments to gradually dilate the vagina that is closed due to adhesion formation or injury."
57415,"In this procedure, the provider removes a foreign body that is wedged into the vaginal wall while the patient is under anesthesia other than local."
57421,"In this procedure, the provider performs a diagnostic examination of the vagina and the cervix, if present. It includes a biopsy of vagina/cervix."
57425,"In this procedure, the provider uses a laparoscope to suspend the top of the vagina to a strong structure to treat vaginal vault prolapse using sutures or mesh. This procedure can only be performed once the uterus is absent."
57530,"In this procedure, the provider surgically removes the uterine cervix, also called amputation of the cervix, trachelectomy, or cervicectomy."
57540,"In this procedure, the provider excises the cervical stump, remaining after a previous subtotal hysterectomy, where the provider removes the uterus but leaves the cervix intact. The procedure includes amputation through the abdominal approach."
57700,"In this procedure, the physician performs cerclage, which is using stitching to repair a defect in the cervix, prior to the patient becoming pregnant."
57720,"In this procedure, the physician performs plastic repair of the uterine cervix through a vaginal approach."
57820,No Summary found for this code
58100,The provider takes a tissue sample from the lining of the uterus to perform an endometrial biopsy without widening the cervix. The provider may also perform endocervical biopsy.
58120,The provider dilates the cervix to gain access to the uterine cavity in order to scrape the lining of the uterus as a treatment for excessive bleeding or to obtain a large sample of tissue.
58146,"In this procedure, the physician excises 5 or more fibroid tumors of the uterus through an abdominal approach. The total weight of the tumors is greater than 250 g."
58180,"In this procedure, the provider removes the uterus via an abdominal incision. The provider may also removes the fallopian tubes and ovaries."
58270,"In this procedure, the provider surgically removes the uterus and cervix only using a vaginal approach, known as a vaginal hysterectomy.  The provider also repairs a small bowel prolapse into the vaginal canal. The uterus is normal in size, which means it weighs 250 grams or less."
58285,"In this procedure the provider removes the uterus, fallopian tubes and ovaries, the parametrium, which includes the uterosacral, cardinal, broad, and round ligaments, and the upper one third of the vagina. This procedure treats cervical cancer."
58291,"In this procedure, the physician surgically removes the uterus, cervix, the fallopian tubes, and ovaries using a vaginal approach. The uterus is larger than normal usually due to the presence of fibroids, which means it weighs more than 250 g."
58323,"In this procedure, the provider prepares sperm for insemination by cleaning it of debris, antibodies, bacteria, and abnormal sperm."
58340,"In this procedure, the provider introduces a catheter with saline or contrast material into the woman's uterus or the fallopian tubes at the same time as ultrasound or X–ray imaging. This procedure is done to examine the uterus and fallopian tubes for a blockage or abnormality."
58346,"In this procedure, the provider inserts Heyman capsules into the uterus that will hold radioactive material for brachytherapy treatments. This procedure treats endometrial cancer."
58350,"In this procedure, the provider injects dye into the oviduct, or fallopian tube, to see if it is open in a procedure called chromotubation."
58353,"In this procedure, the provider removes the lining of the uterus using a device that produces heat in a procedure known as thermal endometrial ablation. The provider does not use a hysteroscope for guidance during the procedure. This service is done to stop or reduce excessive or abnormal uterine bleeding."
58356,"In this procedure, the provider uses extreme cold to destroy the lining of the uterus. He uses ultrasound to guide the cryoprobe instrument to all the quadrants of the uterine cavity. The provider may also perform a suction curettage of the uterus. This service is done to stop or reduce excessive or abnormal uterine bleeding."
58410,"In this procedure the provider suspends the uterus, pleating and suturing the stretched ligaments that normally hold the uterus in place so that the uterus and cervix return to their normal positions. The stretched ligaments that are pleated could include the round ligaments or the sacrouterine ligaments. This procedure includes a presacral sympathectomy. This service is done for uterine prolapse where a woman's uterus sags or slips from its normal position."
58542,"The provider removes the uterus, fallopian tubes, and ovaries using a laparoscope but leaves the cervix. The uterus is normal in size, which means it weighs 250 g or less."
58545,The provider excises fibroid tumors of the uterus through a laparoscope. The provider removes a total of one to four tumors with a total weight of 250 g or less and may or may not also remove tumors on the surface of the uterus.
58552,"The provider removes the uterus, cervix, fallopian tubes, and ovaries through the vagina but uses a laparoscope to cut the upper uterine and ovarian attachments. This procedure is done for a normal size uterus, which means it weighs 250 g or less."
58553,"Tthe provider removes the uterus and cervix through the vagina, in a procedure known as a vaginal hysterectomy.  The provider accesses the abdomen through a laparoscope to cut the upper uterine attachments. This procedure is done to treat fibroids and is for a uterus that is larger than normal, which means it weighs more than 250 g."
58554,"Tthe provider removes the uterus, cervix, and fallopian tubes with or without the ovaries through the vagina but uses a laparoscope to cut the upper uterine and ovarian attachments. This procedure is done to treat fibroids and is for a larger than normal uterus, which means it weighs more than 250 g."
58559,The provider performs lyses (breaks down or separates) scar tissue that has formed inside the uterine cavity through a hysteroscope.
58563,"In this procedure, the provider totally destroys the lining of the uterus in a procedure known as an endometrial ablation. He uses a hysteroscope to perform this procedure, which treats abnormal uterine bleeding."
58572,"The provider incises all of the uterine and cervical connections through the laparoscope, and removes the uterus and cervix via the trocar ports or through the vaginal canal. The uterus is larger than normal, usually due to the presence of fibroids, which means it weighs more than 250 g."
58573,"The provider incises all of the uterine, ovarian, and cervical connections through the laparoscope and removes the uterus, cervix, and fallopian tubes or ovaries (or both) via the trocar ports or through the vaginal canal. The uterus is larger than normal, usually due to the presence of fibroids, which means it weighs more than 250 g."
58575,"The provider removes the uterus, cervix, ovaries, and fallopian tubes and then removes the entire omentum through the laparoscope, via the trocar ports or through the vaginal canal. The provider performs the procedure because of cancer."
58578,Use 58578 to report laparoscopy procedures of the uterus that do not have a specific code in the female genital system. The procedure could involve a new technology or an uncommon one. Do not use this code if there is another code that describes the service using a laparoscopic approach.
58611,"After the provider delivers a baby via a cesarean incision and after she closes the uterine incision, the provider ties off or incises one or both of the fallopian tubes to prevent a future pregnancy. The provider reports this add–on code in addition to a primary procedure code."
58660,The provider removes adhesions that have formed around the fallopian tubes and ovaries. She performs the procedure through a laparoscope.
58670,The provider fulgurates (seals off) each fallopian tube with electrocautery and may or may not transect them (cut them in half) through a laparoscope to prevent pregnancy.
58671,The provider uses a device to close off the fallopian tubes through a laparoscope.
58740,"In this procedure, the provider removes adhesions from around the fallopian tubes and or the ovaries. The provider performs the procedure through an abdominal incision."
58750,"In this procedure, known as a tubotubal anastomosis, the provider sutures back together the portion of the fallopian tube that was previously transected during a sterilization procedure. This provider performs this procedure to reestablish the patient’s ability to become pregnant. The procedure is done via an abdominal incision."
58760,"In this procedure, known as a fimbrioplasty, the provider removes adhesions that form around the end of the fallopian tube to open it up so that eggs from the ovary can pass down to the uterus.  The provider performs the procedure via an abdominal incision."
58900,"In this procedure, the provider takes a tissue sample from one or both ovaries for diagnosis through a vaginal or abdominal approach."
58925,The provider removes a cyst from one or both ovaries via an abdominal incision.
58940,"In this procedure, the provider surgically removes part or all of one or both ovaries via an abdominal incision in a procedure known as an oophorectomy."
58950,"In this procedure, the provider removes an ovarian, tubal, or primary peritoneal malignancy along with removal of the fallopian tubes, ovaries, and omentum. The provider uses an abdominal approach to this procedure."
58953,"In this procedure, the provider removes the uterus and cervix, the ovaries and fallopian tubes and then removes the omentum. He also performs a radical excision of intraabdominal or peritoneal tumors all through an abdominal incision."
58954,"In this procedure, the provider removes the fallopian tubes, ovaries, omentum, the uterus and cervix, the pelvic lymph nodes, and a limited number of para aortic lymph nodes all through an abdominal incision."
58956,"In this procedure the provider removes the uterus and cervix, ovaries and fallopian tubes, and then removes the entire omentum via an abdominal incision. The provider performs the procedure because of cancer."
58958,"In this procedure the provider removes recurring cancer of the ovaries, fallopian tubes, peritoneum or uterus and removes the omentum if necessary all through an abdominal incision. In addition the provider removes the pelvic lymph nodes and samples the para aortic lymph nodes."
58972,No Summary found for this code
58976,"In this procedure, the provider transfers a gamete, zygote, or embryo directly into the fallopian tube using a catheter."
58999,Use 58999 to report nonobstetrical procedures in the female genital system that does not have a specific code.
59000,"In this procedure, the provider inserts a needle through the patient’s abdominal wall into the fetal amniotic sac to withdraw fluid for testing."
59020,"In this procedure, the provider evaluates fetal responses to inducing contractions in the mother to determine if the fetus can tolerate labor."
59030,"In this procedure, the provider takes a sample of fetal blood from the fetus’s scalp to find out if the fetus is getting enough oxygen during labor."
59076,The provider places a shunt that drains fluid from one area of the fetus into the amniotic fluid to relieve pressure or an unsafe accumulation of fluid. The provider performs the procedure via a transabdominal approach using ultrasound guidance.
59100,"In this procedure, the provider performs a type of cesarean section, or C section, to remove a fetus or hydatidiform mole from the uterus prior to twenty weeks and zero days gestation, but the abdominal and uterine incision are smaller than a standard C section. The provider performs this procedure with an abdominal approach."
59121,The provider makes a hole or incision into the fallopian tube or ovary to remove a small ectopic pregnancy from that location. The provider normally performs this procedure through a small abdominal incision.
59160,The provider scrapes the endometrial lining of the uterus following childbirth. The provider performs this procedure using a vaginal approach.
59300,"The provider, other than the attending physician, incises the perineum with scissors or a scalpel, in a procedure known as an episiotomy, to ease the passage of the baby’s head during birth."
59325,"The provider closes off a cervix that is damaged by trauma, a previously failed cervical cerclage, or when there is a very short cervix. The provider performs this procedure via an abdominal approach."
59350,"In this procedure, the provider repairs a uterus that develops a laceration or ruptures during pregnancy. The provider performs this procedure via an abdominal approach."
59412,"In this procedure, the provider attempts to turn the fetus into the head first position prior to delivery. The provider may use drugs to suppress contractions while he performs the procedure. The provider maneuvers the fetus with his hands on the woman’s abdomen."
59618,"In this global service, the provider provides all of the antepartum care, admission to the hospital for delivery, intensive management of labor followed by delivery of the fetus and placenta via an abdominal incision, and inpatient and outpatient postpartum care. The patient’s attempt at a vaginal delivery after a previous cesarean delivery fails, resulting in a repeat cesarean. Typical global services begin at eight to ten weeks gestation, with a full–term cesarean delivery at thirty–nine to forty weeks gestation, and routine outpatient postpartum care of one or more visits up to six weeks following delivery."
59620,The provider admits the patient to the hospital for delivery and provides intensive management of labor with delivery of the fetus and placenta via an abdominal incision and care immediately after delivery on the same date of service.
59821,"In this procedure, the provider determines that the fetus has died in utero, or in the uterus before birth and the gestational age is from fourteen weeks, zero days to less than twenty eight weeks and zero days. The provider surgically removes the fetus and all of the products of conception. The provider performs this procedure via a vaginal approach."
59850,"In this global procedure, the provider terminates a pregnancy by injecting a saline solution into the amniotic sac to cause the fetal demise, which in turn will usually begin the labor process. The provider admits the patient to the hospital, administers the intra amniotic injections, manages the labor that follows, and delivers the fetus and placenta. The provider then follows the patient in the hospital until discharge. Providers use this method usually after the first trimester, or fourteen weeks, zero days gestation or more."
59856,"In this global procedure, the provider terminates a pregnancy by inserting vaginal suppositories to induce labor contractions and may also insert a laminaria to dilate the cervix. In this service, the patient fails to abort the fetus or the placenta and the provider performs a surgical removal of the fetus and or the placenta. The provider admits the patient to the hospital, inserts the drug and cervical dilator, manages the labor that follows, and then performs the dilation and curettage. The provider then follows the patient in the hospital until discharge. Providers use this method usually after the first trimester, or fourteen weeks and zero days gestation or more."
59866,The provider reduces a higher order multifetal gestation pregnancy to either a twin or singleton pregnancy to increase the chances of a successful pregnancy for the remaining fetuses and to help prevent the serious complications that can occur with higher order gestations.
59871,"The provider removes a cerclage suture, which was placed to hold the cervix closed. The provider normally performs this service via a vaginal approach with the patient under general anesthesia"
59898,Use 59898 to report laparoscopic procedures in maternity care and delivery that do not have a specific code.
60000,The provider incises and drains an infected cyst of the thyroid. A thyroglossal duct cyst is a cyst in the midline of the neck caused by a segment of the thyroglossal duct that did not close or disappear during embryonic development.
60220,"This is a procedure involving complete surgical removal of one of the two lobes the thyroid gland is divided into. The provider may perform the procedure with or without surgical removal of the isthmus, the tissue connecting the two lobes of the thyroid gland in the middle."
60254,"The procedure involves surgical removal of the entire thyroid or most of the thyroid, including the isthmus. The provider also performs neck dissection to remove neck structures extensively including malignant lymph nodes of the neck."
60270,"The provider removes the thyroid gland including the extension of the gland below the breastbone. The procedure is required for more complex benign conditions, such as a very large goiter, cyst, or benign or malignant conditions that extend into the upper chest."
60271,The procedure involves surgical removal of the thyroid gland including its extension into the thorax below the sternum.
60281,"This procedure involves complete surgical removal of the thyroglossal duct cyst or sinus, including its full extent up to the back of the tongue as well as a portion of the hyoid bone. This is also known as the Sistrunk procedure. Recurrent cysts may appear when the patient’s infection was not under adequate control prior to previous surgery or when a previous surgery did not remove sufficient tissue."
