Code Number,Summary
0350T,"The provider interprets two dimensional images of the lower extremity, which may include the hip, proximal, knee, or ankle, to analyze the motion, quality, and wear of an implant or prosthesis with the aid of previously placed tantalum markers."
0351T,The provider uses optical coherence tomography imaging to detect cancer cells in the margins of the specimen of excised breast tissue or axillary lymph node. The procedure gives the provider immediate feedback on whether the surgical margins are clear of cancer cells or if he needs to excise more tissue.
0352T,"The provider uses optical coherence tomography imaging to detect cancer cells in the margins of the specimen of excised breast tissue or axillary lymph node. The procedure gives the provider immediate feedback on whether the surgical margins are clear of cancer cells or if he needs to excise more tissue. After surgery, he or a radiologist interprets the data and reports the findings."
0353T,The provider uses optical coherence tomography imaging to detect the cancer cells in the surgical cavity left after breast excision. The procedure gives the provider immediate feedback on whether the surgical margins are clear of cancer cells or if he needs to excise more tissue. 
0354T,"The provider uses optical coherence tomography imaging to detect the cancer cells in the surgical cavity left after breast excision. The procedure gives the provider immediate feedback on whether the surgical margins are clear of cancer cells or if he needs to excise more tissue. After the surgery, he or a radiologist interprets the data and reports the findings."
0355T,"The provider has the patient swallow a capsule fitted with a camera; as the capsule passes through the gastrointestinal tract, it captures images of the colon. The provider then interprets the images and reports the findings. He performs the procedure to detect and or diagnose abnormalities in the gastrointestinal tract."
0356T,"The provider inserts an implant that delivers a drug at a controlled rate into the lacrimal ducts of the eye to treat inflammation, glaucoma, or other conditions. The provider may also dilate the lacrimal duct and or remove a previously placed implant."
0357T,No Summary found for this code
0358T,"The provider uses the resistance of water, fat, and tissues to electrical conductivity to estimate body composition. He calculates body composition using the difference between body weight and total water in the body. He prepares a report of the findings."
0359T,No Summary found for this code
0360T,No Summary found for this code
0361T,No Summary found for this code
0362T,"An on–site physician or other qualified healthcare professional, with the assistance of one or more technicians, performs a follow–up assessment of a patient’s maladaptive destructive behavior in an appropriate environment. This code includes the provider’s direction with interpretation and report. Use this code for each 15 minutes of face–to–face time that the technician(s) spends with the patient."
0363T,No Summary found for this code
0364T,No Summary found for this code
0365T,No Summary found for this code
0366T,No Summary found for this code
0367T,No Summary found for this code
0368T,No Summary found for this code
0369T,No Summary found for this code
0370T,No Summary found for this code
0371T,No Summary found for this code
0372T,No Summary found for this code
0373T,"Two or more technicians, under the direction of an on–site physician or other qualified healthcare professional, administer adaptive behavior treatment with modifications in protocol for a patient with severe destructive behaviors, such as, self–injurious behavior. Use this code for each 15 minutes of face–to–face time that the technician(s) spends with the patient."
0374T,No Summary found for this code
0375T,No Summary found for this code
0376T,"In this add–on procedure, the provider inserts an additional device into the trabecular meshwork (translucent tissue at the base of the cornea that drains aqueous fluid from the eye) to lower intraocular pressure in patients with glaucoma. "
0377T,No Summary found for this code
0378T,"In this procedure, the provider performs an examination of the visual field of each eye of a patient. Report this code if there is concurrent real time data analysis and accessible data storage with patient initiated data transmission to a remote surveillance center for up to 30 days and there is interpretation with report by the provider. "
0379T,"In this procedure, the provider performs examination of the visual field of each eye of a patient. Report this code if there is concurrent real time data analysis and accessible data storage with a patient initiated data transmission to a remote surveillance center for up to 30 days and there is technical support and monitoring of the patient and data as per the direction of the provider."
0380T,No Summary found for this code
0381T,No Summary found for this code
0382T,No Summary found for this code
0383T,No Summary found for this code
0384T,No Summary found for this code
0385T,No Summary found for this code
0386T,No Summary found for this code
0387T,No Summary found for this code
0388T,No Summary found for this code
0389T,No Summary found for this code
0390T,No Summary found for this code
0391T,No Summary found for this code
0392T,No Summary found for this code
0393T,No Summary found for this code
0394T,"In this procedure, the provider places a minute, high dose rate Xâ€“ray sourceÂ near the tumors on the skin surface to treat skin cancer. This code includes dose calculation (dosimetry) of the amount of radiation to be delivered to the tumor site, when performed. Use this code for each fraction or portion that the provider delivers of the planned total dose."
0395T,"In this procedure, the provider places a catheter within the cancerous tissue (interstitial) or within the body cavity (intracavitary), loaded with a high energy radioactive substance to treat the tumors. The procedure includes dose calculation (dosimetry) of the radioactive substance before loading into the catheter, when performed. Use this code for each fraction or portion that the provider delivers of the planned total dose."
0396T,No Summary found for this code
0397T,"An endoscopic retrograde cholangiopancreatography with optical endomicroscopy, also called confocal laser endomicroscopy or confocal fluorescent endomicroscopy, allows the provider to obtain greatly magnified, high–resolution, pathology–quality images of the gallbladder, pancreas, and bile ducts, tracts that carry bile from the liver to the gallbladder for storage."
0398T,"In this procedure, the provider uses magnetic resonance imaging guidance to deliver focused very high frequency sound waves (ultrasound), which create heat to ablate (destroy) damaged or diseased brain tissue determined to be responsible for movement disorders. He may also use a frame with markers placed on the head as a surgical guide (stereotactic system) to allow precise delivery of heat over the lesion, leaving the healthy tissues intact."
0399T,No Summary found for this code
0400T,No Summary found for this code
0401T,No Summary found for this code
0402T,The provider uses riboflavin activated by ultraviolet light to strengthen crosslinking of corneal fibers and prevent the cornea from bulging or being irregular in shape in patients with reduced corneal thickness. The provider may also remove the thin layer over the cornea (epithelium) and use pachymetry to determine its thickness. Medication used with this procedure should be reported separately.
0403T,The provider educates a group of patients using an intensive standard curriculum of behavior modification and lifestyle changes for preventing diabetes for an hour or more on a single day.
0404T,"Radiofrequency ablation uses heat produced by focused radio waves, a type of electromagnetic wave, to destroy areas of abnormal, damaged, or diseased tissue. In this procedure, the provider inserts a radiofrequency probe through the cervix to destroy one or more uterine fibroids under ultrasound guidance, which uses high–frequency ultrasound to capture live images displayed on a video monitor. "
0405T,No Summary found for this code
0406T,No Summary found for this code
0407T,No Summary found for this code
0408T,"The provider implants a cardiac contractility modulation (CCM) system, or removes and replaces a previously implanted system, in a pocket created in the right upper chest and attaches electrodes at the end of wire leads that transmit electrical impulses to the right ventricular septum and the atrium to increase the strength of the heart's contractions and treat moderate–to–severe congestive heart failure in a patient not controlled by optimal medical therapy. This code covers the entire procedure including evaluating contractility if performed, programming, and the generator and electrodes."
0409T,"The provider implants a cardiac contractility modulation (CCM) pulse generator, or removes and replaces a previously implanted device, in a pocket created in the right upper chest and attaches electrodes (wire leads that transmit electrical impulses) to the right ventricular septum and the atrium to increase the strength of the heart's contractions and treat moderate–to–severe congestive heart failure in a patient not controlled by optimal medical therapy. This code includes evaluating contractility, if performed, programming, and the generator."
0410T,"The provider inserts or removes and replaces the atrial electrode for a cardiac contractility modulation (CCM) system and attaches the electrode to the atrium to increase the strength of the heart's contractions and treat moderate–to–severe congestive heart failure in a patient not controlled by optimal medical therapy. This code includes evaluating contractility if performed, programming, and the atrial electrode."
0411T,"The provider inserts or removes and replaces the ventricular electrode for a cardiac contractility modulation (CCM) system and attaches the electrode to the right ventricular septum (the wall between the right and left ventricle) to increase the strength of the heart's contractions and treat moderate–to–severe congestive heart failure in a patient not controlled by optimal medical therapy. This code includes evaluating contractility, if performed, programming, and the ventricular electrode."
0412T,The provider removes a cardiac contractility modulation (CCM) pulse generator from a pocket previously created in the right upper chest.
0413T,The provider removes an atrial or ventricular transvenous electrode for a cardiac contractility modulation (CCM) system. Electrodes transmit and receive electrical impulses and are usually connected to the end of an insulated wire lead.
0414T,The provider removes a cardiac contractility modulation (CCM) pulse generator from a pocket previously created in the right upper chest and places a new generator in the same or a new pocket.
0415T,The provider repositions an atrial or ventricular transvenous electrode for a cardiac contractility modulation (CCM) system. Electrodes transmit and receive electrical impulses and are usually connected to the end of an insulated wire lead.
0416T,"In a patient with an existing skin pocket for a pulse generator component of a cardiac contractility modulation (CCM) system, the provider creates a new pocket in a different location and relocates the pulse generator to the new location."
0417T,"The provider performs an in–person evaluation and repeatedly adjusts the programmed settings of the components of an already–implanted cardiac contractility modulation (CCM) system to select the optimal permanent programmed values; this code includes the analysis, review, and report of his findings and the programmed settings."
0418T,"The provider performs an in–person evaluation of the components of an implantable cardiac contractility modulation (CCM) system, including connecting and disconnecting the device components and recording the results as well as analysis, review, and report of his findings and the programmed settings. This code can be reported for each patient encounter to interrogate the CCM system."
0419T,"The provider destroys more than 50 neurofibromas of the skin of the face, head, and neck, which extend below the skin (subcutaneous). Neurofibromas are usually benign tumors of the fibrous tissue within the nerve that envelops the nerve fascicles (fibers). This code does not specify the technique for destroying the lesions, but the common techniques for destruction of skin lesions, other than excision, include laser and electrodesiccation."
0420T,"The provider destroys more than 100 neurofibromas of the trunk and extremities, which extend below the skin (subcutaneous). Neurofibromas are usually benign tumors of the fibrous tissue within the nerve that envelops the nerve fascicles (fibers). This code does not specify the technique for destroying the lesions, but the common techniques for destruction of skin lesions, other than excision, include laser and electrodesiccation."
0421T,"The provider uses ultrasound guidance and a robotic guidance system to deliver saline at high velocity through a catheter inserted into the urethra to destroy (ablate) the prostate to treat benign prostate hyperplasia (BPH), an enlargement of the prostate, which commonly occurs in older men and results in urinary urgency, frequency, straining, weak flow, and incomplete bladder emptying. This code includes other procedures on the urethra and seminal vesicles when performed."
0422T,"The provider glides a hand–held tactile sensing device over the surface of the breast and under the arms, which transmits data to a computer that converts the data into two– and three–dimensional images and displays a surface map of the breast and any lesions in real time on a monitor that can be viewed by both the provider and the patient. Use this code for computer–aided tactile examination of one or both breasts."
0423T,"The lab analyst performs a test to measure the amount of secretory type II phospholipase A2 (sPLA2–IIA) in a patient's specimen, such as plasma."
0424T,"The provider inserts or replaces a neurostimulator system, which consists of transvenous insertion of a lead to stimulate the phrenic nerve, a sensing lead, and a pulse generator, to treat central sleep apnea, an arrest of breathing that can impair cardiovascular function and lead to death."
0425T,"The provider inserts or replaces only the sensing lead for a neurostimulator system, which treats central sleep apnea, an arrest of breathing that can impair cardiovascular function and lead to death."
0426T,"The provider inserts or replaces only the stimulation lead for a neurostimulator system, which treats central sleep apnea, an arrest of breathing that can impair cardiovascular function and lead to death."
0427T,"The provider inserts or replaces the pulse generator of a neurostimulator system, which treats central sleep apnea, an arrest of breathing that can impair cardiovascular function and lead to death."
0428T,"The provider removes the pulse generator of a neurostimulator system, which treats central sleep apnea, an arrest of breathing that can impair cardiovascular function and lead to death."
0429T,"The provider removes only the sensing lead for a neurostimulator system, which treats central sleep apnea, an arrest of breathing that can impair cardiovascular function and lead to death."
0430T,"The provider removes only the stimulation lead for a neurostimulator system, which treats central sleep apnea, an arrest of breathing that can impair cardiovascular function and lead to death."
0431T,"The provider removes and replaces the pulse generator of a neurostimulator system, which treats central sleep apnea, an arrest of breathing that can impair cardiovascular function and lead to death."
0432T,"The provider repositions only the stimulation lead for a neurostimulator system, which treats central sleep apnea, an arrest of breathing that can impair cardiovascular function and lead to death."
0433T,"The provider repositions only the sensing lead for a neurostimulator system, which treats central sleep apnea, an arrest of breathing that can impair cardiovascular function and lead to death."
0434T,"The provider evaluates the components of implanted neurostimulator pulse generator system for central sleep apnea, an arrest of breathing that can impair cardiovascular function and lead to death, including connecting and disconnecting the device components and recording the results as well as analysis, review, and report of his findings and the programmed settings. This code can be reported for each patient encounter to interrogate the system."
0435T,"The provider performs an evaluation of the pulse generator parameters and then optimally adjusts various operating functions of an implanted neurostimulator pulse generator system for central sleep apnea, an arrest of breathing that can impair cardiovascular function and lead to death. Report this code for a single programming session not associated with insertion or replacement of the system or its components."
0436T,"The provider performs an evaluation of the pulse generator parameters, during a sleep study, and then optimally adjusts various operating functions of an implanted neurostimulator pulse generator system for central sleep apnea, an arrest of breathing that can impair cardiovascular function and lead to death. Report this code for a single programming session not associated with insertion or replacement of the system or its components."
0437T,"The provider places a synthetic (man–made) material, such as polypropylene, in the abdomen to reinforce the fascia, a sheet of fibrous tissue that lines the abdominal cavity and surrounds the abdominal organs."
0438T,No Summary found for this code
0439T,"The provider performs myocardial contrast perfusion echocardiography, a technique that uses tiny gas–filled bubbles (microbubbles) to enhance visualization of capillaries in tissues; he performs the procedure when the patient is at rest or during stress to assess the heart for ischemia, reduced blood supply, or whether the heart muscle is healthy (viable)."
0440T,"The provider uses cryoablation, the application of freezing temperature, to destroy a distal/peripheral nerve near the end of the upper extremity to treat complex regional pain syndrome or other neuropathy."
0441T,"The provider uses cryoablation, the application of freezing temperature, to destroy a distal/peripheral nerve near the end of the lower extremity to treat complex regional pain syndrome or other neuropathy."
0442T,"The provider uses cryoablation, the application of freezing temperature, to destroy a nerve plexus (a weblike collection of nerves) in the trunk of the body or genital area (pudendum) to treat complex regional pain syndrome or other neuropathy."
0443T,"While performing a prostate biopsy and under imaging guidance, the provider uses fluorescence spectroscopy, an imaging technology that employs various wavelengths of light, to provide real–time spectral analysis of the prostate to identify potentially cancerous tissue."
0444T,"The provider places a clear, flexible device, somewhat like a contact lens, that contains a drug, such as timolol to treat glaucoma, under one or more eyelids of one or both eyes; the procedure includes fitting, training the patient, and initial insertion. Glaucoma is an eye disorder characterized by increased intraocular pressure, the pressure caused by the fluid inside the eye, the aqueous humor, that helps maintain the shape of the eye."
0445T,"The provider removes an existing insert and places a another drug–releasing device, somewhat like a contact lens, under one or more eyelids of one or both eyes."
0446T,"The provider creates a pocket beneath the skin, typically in the upper arm of the patient, and places an interstitial glucose sensor in the pocket; he activates the system and trains the patient on its use."
0447T,"The provider removes a previously placed interstitial glucose sensor from a pocket beneath the skin, typically in the upper arm of the patient, and closes the incision."
0448T,"The provider removes a previously implanted sensory, and creates a new pocket beneath the skin, perhaps in the opposite upper arm of the patient, and places an interstitial glucose sensor in the pocket; he activates the system and trains the patient on its use."
0449T,"The provider inserts the first aqueous drainage device into the interior of the eye with its end in the subconjunctival space; the device does not include a reservoir to hold the fluid. The device drains aqueous fluid from the eye and lowers intraocular pressure in a patient with glaucoma, i.e., increased pressure within the eye from buildup of fluid. "
0450T,"The provider inserts an additional aqueous drainage device into the interior of the eye with its end in the subconjunctival space; the device does not include a reservoir to hold the fluid. The device drains aqueous fluid from the eye and lowers intraocular pressure in a patient with glaucoma, i.e., increased pressure within the eye from buildup of fluid. "
0451T,"The provider inserts or replaces a permanently implantable aortic counterpulsation ventricular assist system to augment ventricular pumping action using an endovascular approach (cut–down into an artery), via a vascular graft, and places a hemostatic seal for the treatment of heart failure or cardiac shock; the system includes a mechano–electrical skin interface and electrodes placed below the skin. This code includes the complete system and sensing and therapeutic programming of the device."
0452T,The provider inserts or replaces the aortic counterpulsation device (pump) and vascular hemostatic seal components of a permanently implantable aortic counterpulsation ventricular assist system to augment ventricular pumping action using an endovascular approach (cut–down into an artery) for the treatment of heart failure or cardiac shock. This code includes the sensing and therapeutic programming of the device.
0453T,"The provider inserts or replaces the mechano–electrical skin interface component of a permanently implantable aortic counterpulsation ventricular assist system, a system that treats heart failure or cardiac shock. This code includes the sensing and therapeutic programming of the device."
0454T,"The provider inserts or replaces the subcutaneous electrode component of a permanently implantable aortic counterpulsation ventricular assist system, which treats heart failure or cardiac shock. This code includes the sensing and therapeutic programming of the device."
0455T,"The provider removes a permanently implantable aortic counterpulsation ventricular assist system, including the aortic counterpulsation device (the pump), vascular hemostatic seal (an implant used to seal the access artery), the electrodes that sense and transmit electrical impulses, and the skin interface which is used for recording data and programming. The purpose of the system is to augment ventricular pumping action for the treatment of heart failure or cardiac shock."
0456T,The provider removes the aortic counterpulsation device component (the pump) and the vascular hemostatic seal of a permanently implantable aortic counterpulsation ventricular assist system used to augment ventricular pumping action for the treatment of heart failure or cardiac shock.
0457T,"The provider removes the mechano–electrical skin interface component of a permanently implantable aortic counterpulsation ventricular assist system, a system that treats heart failure or cardiac shock."
0458T,"The provider removes the subcutaneous electrode component of a permanently implantable aortic counterpulsation ventricular assist system, which treats heart failure or cardiac shock. Report this code for each electrode removed."
0459T,"The provider relocates the aortic counterpulsation ventricular assist device (pump), the electrodes, and the skin interface components of a permanently implantable aortic counterpulsation ventricular assist system, which augments ventricular pumping action to treat heart failure or cardiac shock."
0460T,"The provider repositions a previously placed subcutaneous electrode for an aortic counterpulsation ventricular assist device, which treats heart failure or cardiac shock."
0461T,"The provider repositions the aortic counterpulsation device (pump) of a permanently implantable aortic counterpulsation ventricular assist system, which augments ventricular pumping action to treat heart failure or cardiac shock."
0462T,"The provider tests the functioning of a mechano–electrical skin interface and/or external driver, evaluates the values and settings, and then optimally adjusts various operating parameters of an implantable aortic counterpulsation ventricular assist system, which treats heart failure or cardiac shock. This code is for an in–person evaluation and includes review and report; report this code only once per day."
0463T,"The provider evaluates the components of an implantable aortic counterpulsation ventricular assist system to treat heart failure or cardiac shock, including connecting and disconnecting the device components and recording the results as well as analysis, review, and report of his findings and the programmed settings. Do not report this code more than once per day."
0464T,Visual evoked potential (VEP) testing measures the electrical activity of the brain in response to a visual stimulus such as an alternating checkerboard board pattern on a computer screen. The provider performs this test when the patient is experiencing changes in vision that can be due to problems along the pathways of certain nerves.
0465T,"The provider injects a medication into the suprachoroidal space (SCS) of the eye, the space between the choroid (the highly vascular membrane of the eye that lies between the sclera and the retina) and the sclera (the white outer part of the eye). Conditions such as macular degeneration and other diseases of the retina and eye can be treated with an injection of drugs into the SCS. "
0466T,The provider inserts a sensory electrode or array of electrodes and connects them to a pulse generator to record respiration waveforms in a patient with obstructive sleep apnea (OSA). Report this code in addition to primary procedure 64568.
0467T,The provider replaces or revises a chest wall sensor electrode array and its connections to an existing pulse generator. This service is generally done for an electrode array or pulse generator component malfunction or when the patient develops an infection from the implanted device.
0468T,The provider removes a chest wall respiratory sensor electrode array. This service may be done due to infection or when the patient is unresponsive or intolerant to treatment.
0469T,"Retinal polarization scanning is a type of visual screening test to detect retinal fixation; it is particularly useful for diagnosing strabismus and amblyopia (lazy eye) in patients whose eyes are not suitable for standard fixation testing and in uncooperative patients, such as infants and children. This code includes ocular screening of both eyes and on–site automated results."
0470T,"Optical coherence tomography (OCT) for microstructural and morphological imaging of the skin refers to a noninvasive imaging technique using low–power infrared light to visualize minute details in form and structure of the skin up to 2 mm below the surface, without gels or other pretreatment; it is used to help diagnose skin cancers, fungal infections, and other skin diseases. This code applies to image acquisition, interpretation, and report for the first lesion, so do not report these components separately."
0471T,"Optical coherence tomography (OCT) for microstructural and morphological imaging of the skin refers to a noninvasive imaging technique using low–power infrared light to visualize minute details in form and structure of the skin up to 2 mm below the surface, without gels or other pretreatment; it is used to help diagnose skin cancers, fungal infections, and other skin diseases. This code applies to image acquisition, interpretation, and report for each additional lesion, so do not report these components separately."
0472T,"Use this code when a qualified healthcare professional personally evaluates, tests (interrogates), and programs an artificial retina or intraocular retinal electrode array, and repeatedly adjusts the retinal prosthesis to test and analyze functionality and establish ideal, permanent programmed values. This code is for the initial evaluation, testing, and programming of the artificial retina and includes visual training of the patient and review and report; do not report these components separately."
0473T,"Use this code when a qualified healthcare professional personally evaluates, tests (interrogates), and reprograms an artificial retina or intraocular retinal electrode array. This code is for the reprogramming of the artificial retina and includes visual training of the patient, when performed, and review and report; do not report these components separately."
0474T,The provider uses an internal approach to place an aqueous drainage device in the anterior segment (between the cornea and the lens) of the eyeball and creates a reservoir in the area of the eye just below the eyebrow (supraciliary space) to drain aqueous fluid from the eye and to lower intraocular pressure in a patient with glaucoma.
0475T,"A physician or other qualified healthcare professional performs and/or supervises a recording of fetal magnetic cardiac signals, a noninvasive method of assessing and monitoring the cardiac status of the fetus still in the womb. This code requires scanning and signal extraction with at least 3 channels (sensors); a recording is made and stored in a computer. The provider reviews and interprets the data and prepares a report."
0476T,"Use this code for a 3–channel recording of fetal magnetic cardiac signals, a noninvasive method of assessing and monitoring the cardiac status of the fetus still in the womb; it includes recording, data scanning, and transfer and storage of raw data. This code does not include technical analysis and interpretation and report by a physician or other qualified healthcare provider."
0477T,"Use this code for a 3–channel recording of fetal magnetic cardiac signals, a noninvasive method of assessing and monitoring the cardiac status of the fetus still in the womb, with signal extraction, technical analysis, and result. This code does not include review and interpretation by a physician or other qualified healthcare professional."
0478T,"Use this code when a physician or other qualified healthcare professional reviews, interprets, and prepares a report of a 3–channel fetal magnetic cardiac signal, a noninvasive method of assessing and monitoring the cardiac status of the fetus still in the womb."
0479T,The provider creates openings or windows (fenestrations) in burns and traumatic scars using a fractional ablative laser technique. Report this code for the first 100 cm2 in adults or 1 percent of body surface area (BSA) in infants and children.
0480T,The provider creates openings or windows (fenestrations) in burns and traumatic scars in infants and children using a fractional ablative laser technique. Report this code for each additional 100 cm2 or 1 percent of body surface area (BSA). 
0481T,The provider extracts (harvests) and processes white blood cells to produce a concentrated protein solution which he injects into the same patient; imaging guidance may be used for the harvesting and/or injection. 
0482T,No Summary found for this code
0483T,"The provider implants a prosthetic mitral valve, or replaces one, through a catheter that he inserts through a small incision in the skin and which he threads through a vessel to the heart; he may or may not puncture the wall between the ventricle and atrium in order to place the valve. The procedure is performed to treat mitral valve prolapse or malfunction."
0484T,"Through a transthoracic exposure, the provider inserts a catheter through which he implants, or replaces, a prosthetic mitral valve to treat mitral valve prolapse or malfunction."
0485T,"The provider uses optical coherence tomography (OCT) to examine the middle ear. This code is specific to one side, right or left. OCT is a noninvasive imaging technique that uses light waves to process and provide three–dimensional images of tissue. The code includes interpretation and report, so do not report those services separately."
0486T,"The provider uses optical coherence tomography (OCT) to examine the middle ear. This code is specific to both sides (i.e., both ears). OCT is a noninvasive imaging technique that uses light waves to process and provide three–dimensional images of tissue. The code includes interpretation and report, so do not report those services separately."
0487T,The provider uses biochemical mapping (a technology that converts tactile signals into functional data) of the transvaginal area to diagnose vaginal and pelvic floor abnormalities.
0488T,The provider educates a group of patients using an intensive standard curriculum of behavior modification and lifestyle changes for preventing diabetes delivered online or via electronic technology at an interval of 30 days.
0489T,"The provider harvests the patient’s own fat cells and submits them to a variety of processes that result in a certain concentration and dilution of regenerative cells, which are returned to the patient for treatment of scleroderma in the hands. "
0490T,"The provider harvests the patient’s own fat cells and submits them to a variety of processes that result in a certain concentration and dilution of regenerative cells, which are returned to the patient for treatment of scleroderma in the hands. Report this code for multiple injections in one or both hands."
0491T,The provider uses laser ablation (heat produced by an adjustable focused light energy to destroy abnormal tissue) to treat an open wound. Use this code for each day of treatment of less than 20 cm2 total surface area.
0492T,The provider uses laser ablation (heat produced by an adjustable focused light energy to destroy abnormal tissue) to treat an open wound. Use this code in addition to the code for the primary procedure for each additional 20 cm2 or less of total surface area.
0493T,No Summary found for this code
0494T,This code represents the surgical preparation and preservation of cadaver donor lung(s) including attaching the lung to an organ perfusion system and its removal from the system for implantation. 
0495T,"The clinician establishes an organ perfusion system for cadaver lungs and performs up to two hours of monitoring, including any necessary physiological or lab testing to keep the lungs in a sterile field and viable for transplantation."
0496T,"The clinician maintains an organ perfusion system for cadaver lungs and performs up to an hour of monitoring following the initial two hours, including any necessary physiological or lab testing to keep the lungs in a sterile filed and viable for transplantation."
0497T,This code is to report the use of an electrocardiographic rhythm–derived event recorder device that records and transmits the patient’s heart rhythm information. The patient wears the device on the body and activates it when experiencing symptoms such as chest pain; the device transmits the ECG tracing via an in–office connection. This code represents prescription and in–office connection for the device.
0498T,"This code is to report the review and interpretation of data from an electrocardiographic rhythm–derived event recorder device that records and transmits the patient’s heart rhythm information. The patient wears the device on the body and activates it when experiencing symptoms such as chest pain; the device transmits the ECG tracing via an in–office connection. Subsequently, the provider analyzes the data and advises the patient on the most appropriate action to take. "
0499T,"The provider performs cystourethroscopy (examination of the urethra and bladder with a lighted tubular instrument), dilates the urethra, and instills drugs, such as steroids, through the urethra to promote healing and prevent scarring or repeat stricture. "
0500T,"The lab analyst performs a test to determine the presence five or more high–risk types of human papillomavirus (HPV) using nucleic acid methods to identify genotypes such as 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, and 68."
0501T,"The provider performs fractional flow reserve (FFR) computed tomography (CT), a noninvasive diagnostic imaging technique which uses a computer modeling program to diagnose intermediate coronary artery stenosis and provides detailed imaging of the blood flow in heart vessels with anatomical details."
0502T,"The provider performs data preparation and transmission for fractional flow reserve (FFR) computed tomography (CT), a noninvasive diagnostic imaging technique which uses a computer modeling program to diagnose intermediate coronary artery stenosis and provides detailed imaging of the blood flow in heart vessels with anatomical details."
0503T,"The provider performs the technical component (fluid dynamics analysis, simulated maximal coronary hyperemia, and estimated FFR model generation) for fractional flow reserve (FFR) computed tomography (CT), a noninvasive diagnostic imaging technique which uses a computer modeling program to diagnose intermediate coronary artery stenosis and provides detailed imaging of the blood flow in heart vessels with anatomical details."
0504T,"The provider performs the professional component (reconciliation of anatomical data with the estimated FFR and interpretation and report) for fractional flow reserve (FFR) computed tomography (CT), a noninvasive diagnostic imaging technique which uses a computer modeling program to diagnose intermediate coronary artery stenosis and provides detailed imaging of the blood flow in heart vessels with anatomical details."
0505T,"The provider restores blood flow to the femoral–popliteal arteries by inserting a stent within the femoral–popliteal arterial system via a catheter inserted through a vein, typically via a small puncture over a vein in the groin or open vascular access on the opposite (ipsilateral) side; the procedure includes closure by any method, all imaging including ultrasound guidance and mapping using arteriography during the procedure, and radiological supervision and interpetation (RS&I). This procedure is performed to treat peripheral arterial disease or severe ischemia or claudication in the lower extremities."
0506T,"The provider measures macular pigment optical density (MPOD), or attenuation of blue light, using heterochromic flicker photometry (HFP) to determine the amount of lutein and zeaxanthin in macular pigment in one or both eyes. Lutein and zeaxanthin are thought to play a protective role against age–related macular degeneration and cataract. This code covers the procedure itself as well as interpretation and report."
0507T,"The provider uses a special device called a transilluminator that inverts the eyelid and shines a near–infrared light through the eyelid, and a camera that captures high–resolution images to assess the meibomian glands, sebaceous glands at the edges of the eyelid that secrete an oily substance that prevents evaporation of tears and keeps the surface of the eye from becoming too dry. He assesses one or both eyes, interprets the images, and prepares a report."
0508T,"The provider uses pulse–echo ultrasound, an ultrasound technology that reduces errors caused by signal noise and overlying soft tissue interference, to estimate or measure the bone mineral density of the tibia."
0509T,"The provider performs pattern electroretinography (PERG), an electrophysiologic technology to assess the function of both the retina and macula. The retina is tissue at the back of the eye that is sensitive to light and helps in visual image formation, and the macula is the point of sharpest vision on the retina. The provider also interprets the findings of the PERG and prepares a report."
0510T,The physician removes an implant previously attached to soft tissues between the ankle and heel bones to treat hyperpronation of the foot.
0511T,The physician removes an implant previously attached to soft tissues between the ankle and heel bones to treat hyperpronation of the foot and then places a new implant in the same region. 
0512T,"The provider applies high–energy shock waves, depending on the nature of the wound, to promote healing and reduce pain of a skin wound. This code includes the topical application of medicinal ointments and wound dressings."
0513T,"The provider applies high–energy shock waves, depending on the nature of the wound, to promote healing and reduce pain of a separate skin wound after the first application. This code includes the topical application of medicinal ointments and wound dressings."
0514T,The provider identifies the visual axis using patient fixation using specialized equipment with a light source during an intraocular procedure.
0515T,"The provider places a generator (battery) and a transmitter for a wireless cardiac stimulator in separate subcutaneous pockets and connects them with a cable through a subcutaneous tunnel; he also inserts a wireless electrode into the left ventricle after which tests the system and adjusts the programming. Imaging supervision and interpretation, if performed, are included in this code."
0516T,The provider inserts a wireless electrode and attaches it to the inside wall of the left ventricle; the electrode is a component of a wireless cardiac stimulator system for left ventricular pacing to treat congestive heart failure. 
0517T,The provider places a generator battery and transmitter for a wireless cardiac stimulator in subcutaneous pockets in the midaxillary line and in an intercostal space beside the sternum respectively.
0518T,The provider removes the generator and battery for a wireless cardiac stimulator from the subcutaneous pockets into which they were previously placed. 
0519T,The provider removes the generator and battery for a wireless cardiac stimulator from the subcutaneous pockets into which they were previously placed and replaces them with a new battery and stimulator.
0520T,The provider removes and replaces a generator (battery) and a transmitter of a wireless cardiac stimulator in new separate subcutaneous pockets connected by a subcutaneous tunnel and inserts a wireless electrode into the left ventricle.
0521T,"The provider tests (interrogates) a wireless cardiac stimulator system for left ventricular pacing in person, reviews the results, and prepares a report. Report this code only once per patient encounter."
0522T,"The provider repeatedly tests (interrogates) and adjusts the programming of a wireless cardiac stimulator system for left ventricular pacing in person, reviews the results, and prepares a report."
0523T,"The provider reviews and interprets, in real time during ta cardiac catheterization procedure, the results of an imaging procedure that maps the blood flow in the coronary arteries using 3D color mapping to determine whether intervention is needed for coronary stenosis."
